adult,genre_ids,id,original_language,popularity,release_date,title,vote_average,vote_count,revenue,production_companies,budget,release_year,release_month,num_genres,release_season,budget_revenue_ratio
False,[18],422,it,24.333,1963-02-14,8½,8.168,2152,0.0,"['Cineriz', 'Francinex']",0.0,1963,2,1,Winter,
False,"[28, 12, 14]",791373,en,85.346,2021-03-18,Zack Snyder's Justice League,8.165,9601,0.0,"['Warner Bros. Pictures', 'The Stone Quarry', 'Atlas Entertainment', 'Access Entertainment', 'Dune Entertainment', 'DC Films']",70000000.0,2021,3,3,Spring,inf
False,[18],18148,ja,25.462,1953-11-03,Tokyo Story,8.164,978,0.0,['Shochiku'],0.0,1953,11,1,Fall,
False,"[12, 10751]",606856,en,23.119,2019-12-20,Togo,8.2,1917,0.0,['Walt Disney Pictures'],0.0,2019,12,2,Winter,
False,"[10751, 16]",399106,en,14.648,2016-06-16,Piper,8.152,1562,0.0,"['Pixar', 'Walt Disney Pictures']",0.0,2016,6,2,Summer,
False,"[10749, 18]",762975,en,41.446,2022-07-29,Purple Hearts,8.146,2301,0.0,"['Alloy Entertainment', 'Embankment Films', 'Gidden Media']",0.0,2022,7,2,Summer,
False,"[18, 35, 10752]",55823,it,11.241,1959-10-28,The Great War,8.142,328,0.0,"['gray-film', 'DDL Cinematografica']",0.0,1959,10,3,Fall,
False,[35],20914,it,11.509,1975-10-24,My Friends,8.137,673,0.0,"['RPA Cinematografica', 'Rizzoli Film']",0.0,1975,10,1,Fall,
False,"[16, 10770, 14, 28]",755812,fr,32.914,2020-09-25,"Miraculous World: New York, United HeroeZ",8.136,1055,0.0,"['Zagtoon', 'Method Animation', 'SAMG Animation', 'TF1', 'Gloob', 'Norman Studio', 'Télé-Québec', 'The Walt Disney Company EMEA', 'Morena Films', 'Toei Animation']",0.0,2020,9,4,Fall,
False,[18],458220,en,33.116,2021-01-28,Palmer,8.13,1432,0.0,"['SK Global Entertainment', 'Sidney Kimmel Entertainment']",0.0,2021,1,1,Winter,
False,[18],614,sv,20.652,1957-12-26,Wild Strawberries,8.126,1531,0.0,['SF Studios'],0.0,1957,12,1,Winter,
False,"[16, 14, 18, 10751]",555604,en,39.837,2022-10-22,Guillermo del Toro's Pinocchio,8.121,2703,0.0,"['The Jim Henson Company', 'ShadowMachine', 'Double Dare You Productions']",35000000.0,2022,10,4,Fall,inf
False,[35],38288,it,4.584,1996-03-29,I corti,8.117,341,0.0,['A.Gi.Di.'],0.0,1996,3,1,Spring,
False,[18],20532,ja,13.272,1954-03-31,Sansho the Bailiff,8.112,345,0.0,['Daiei Film'],0.0,1954,3,1,Spring,
False,"[16, 28, 14]",663558,zh,30.303,2021-02-06,New Gods: Nezha Reborn,8.111,393,0.0,"['bilibili', 'Alibaba Pictures Group', 'Light Chaser Animation Studios']",0.0,2021,2,3,Winter,
False,"[16, 28, 14]",664767,en,67.153,2020-04-12,Mortal Kombat Legends: Scorpion's Revenge,8.108,1337,0.0,['Warner Bros. Animation'],0.0,2020,4,3,Spring,
False,"[16, 12, 35, 14]",532067,ja,39.117,2019-08-30,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,8.107,507,0.0,"['J.C.STAFF', 'KADOKAWA', 'Sammy', 'Nippon Columbia', 'Sony Music Entertainment', 'MAGES.', 'KADOKAWA Media House', '81 Produce', 'Toranoana']",0.0,2019,8,4,Summer,
False,"[18, 53]",11878,ja,27.735,1961-04-25,Yojimbo,8.099,1338,0.0,['TOHO'],0.0,1961,4,2,Spring,
False,"[35, 18]",823754,en,16.006,2021-07-22,Bo Burnham: Inside,8.09,435,0.0,[],0.0,2021,7,2,Summer,
False,"[35, 80]",24382,it,10.47,1958-07-26,Big Deal on Madonna Street,8.1,671,0.0,"['Lux Film', 'Vides Cinematografica']",0.0,1958,7,2,Summer,
False,"[18, 10752, 36]",472454,tr,23.555,2017-10-27,Ayla: The Daughter of War,8.086,344,0.0,['Dijital Sanatlar'],4172781.0,2017,10,3,Fall,inf
False,"[35, 10402]",400608,en,10.514,2016-06-03,Bo Burnham: Make Happy,8.084,358,0.0,"['Attic Bedroom', '3 Arts Entertainment']",0.0,2016,6,2,Summer,
False,[18],3780,ja,25.81,1965-04-03,Red Beard,8.081,321,0.0,"['TOHO', 'Kurosawa Production']",0.0,1965,4,1,Spring,
False,"[28, 35, 9648]",992,en,16.859,1924-04-17,Sherlock Jr.,8.081,912,0.0,['Metro Pictures Corporation'],0.0,1924,4,3,Spring,
False,"[18, 10770]",550776,en,26.841,2018-09-30,Believe Me: The Abduction of Lisa McVey,8.073,588,0.0,['Cineflix Productions'],0.0,2018,9,2,Fall,
False,"[18, 36]",906126,es,123.36,2023-12-15,Society of the Snow,8.068,2313,0.0,"['El Arriero Films', 'Misión de Audaces Films', 'Netflix']",65500000.0,2023,12,2,Winter,inf
False,"[16, 10751]",831827,en,15.506,2021-11-24,Far from the Tree,8.1,354,0.0,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",0.0,2021,11,2,Fall,
False,"[18, 36, 10770]",21634,en,20.157,2009-01-24,Prayers for Bobby,8.062,552,0.0,"['Once Upon a Time Films', 'Sladek Taaffe Productions', 'Permut Presentations']",0.0,2009,1,3,Winter,
False,[18],1000492,fr,13.655,2023-03-29,All Your Faces,8.06,445,0.0,"['Chi-Fou-Mi Productions', 'Trésor Films', 'France 3 Cinéma']",0.0,2023,3,1,Spring,
False,"[16, 14, 12, 28, 10751]",638507,en,35.344,2019-10-25,How to Train Your Dragon: Homecoming,8.06,893,0.0,['DreamWorks Animation'],0.0,2019,10,5,Fall,
False,"[18, 10749, 80]",8422,it,14.06,1960-10-07,Rocco and His Brothers,8.055,541,0.0,"['Titanus', 'Les Films Marceau']",0.0,1960,10,3,Fall,
False,[35],610461,es,6.956,2020-02-14,"Veinteañera, divorciada y fantástica",8.1,382,0.0,"['Different Films', 'All About Media']",0.0,2020,2,1,Winter,
False,[18],147,fr,27.239,1959-06-03,The 400 Blows,8.05,2012,0.0,"['Les Films du Carrosse', 'Sédif Productions']",0.0,1959,6,1,Summer,
False,[18],538362,it,10.619,2018-09-12,On My Skin,8.045,1825,0.0,"['Cinemaundici', 'Lucky Red']",0.0,2018,9,1,Fall,
False,"[18, 10749]",42229,it,16.04,1977-08-11,A Special Day,8.044,616,0.0,"['C. C. Champion', 'Canafox Films']",0.0,1977,8,2,Summer,
False,"[35, 10749]",930094,en,58.953,2023-07-27,"Red, White & Royal Blue",8.0,1078,0.0,"['Amazon Studios', 'Berlanti Productions']",0.0,2023,7,2,Summer,
False,[18],785534,tr,15.036,2021-03-12,Paper Lives,8.037,355,0.0,"['OGM Pictures', 'OG Medya']",0.0,2021,3,1,Spring,
False,[18],800,es,11.421,1950-12-09,The Young and the Damned,8.037,455,0.0,['Ultramar Films'],0.0,1950,12,1,Winter,
False,"[18, 36]",740937,fr,8.086,2022-10-12,Simone: Woman of the Century,8.0,301,0.0,"['Marvelous Productions', 'SCOPE Pictures', 'France 2 Cinéma', 'France 3 Cinéma']",0.0,2022,10,2,Fall,
False,"[18, 53, 12]",204,fr,25.685,1953-04-22,The Wages of Fear,8.0,860,0.0,"['Compagnie Industrielle et Commerciale Cinématographique (CICC)', 'Véra Films', 'Fono Roma', 'Filmsonor']",0.0,1953,4,3,Spring,
False,[18],310569,pt,9.664,2015-06-04,The Second Mother,8.031,696,0.0,"['África Filmes', 'Gullane Entretenimento', 'Globo Filmes']",0.0,2015,6,1,Summer,
False,[35],678580,es,10.286,2021-07-15,El mesero,8.029,347,0.0,[],0.0,2021,7,1,Summer,
False,"[35, 10749]",55960,it,8.999,1956-08-23,"Toto, Peppino, and the Hussy",8.026,331,0.0,['D.D.L.'],0.0,1956,8,2,Summer,
False,"[35, 18]",429210,pt,7.483,2017-08-24,Bingo: The King of the Mornings,8.0,365,0.0,"['Warner Bros. Pictures', 'Gullane Entretenimento']",0.0,2017,8,2,Summer,
False,[18],526702,en,20.159,2020-11-27,Black Beauty,8.0,322,0.0,"['Constantin Film', 'JB Pictures', 'Spark Productions']",0.0,2020,11,1,Fall,
False,[18],20530,ja,16.555,1949-09-13,Late Spring,8.012,369,0.0,['Shochiku'],0.0,1949,9,1,Fall,
False,"[16, 10749, 35]",455661,en,9.178,2017-06-01,In a Heartbeat,8.009,980,0.0,['Ringling College of Art + Design'],0.0,2017,6,3,Summer,
False,"[35, 10749]",28978,en,15.855,1928-01-06,The Circus,8.003,741,0.0,"['Charles Chaplin Productions', 'United Artists']",9000000.0,1928,1,2,Winter,inf
False,"[16, 10751, 10749]",140420,en,20.762,2012-11-02,Paperman,8.001,1651,0.0,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",0.0,2012,11,3,Fall,
False,"[35, 18]",626332,en,33.757,2023-03-11,Flamin' Hot,8.0,520,0.0,"['Franklin Entertainment', 'Searchlight Pictures']",0.0,2023,3,2,Spring,
False,"[28, 80, 53]",414419,en,25.445,2011-03-27,Kill Bill: The Whole Bloody Affair,7.994,953,0.0,"['Super Cool ManChu', 'Miramax', 'A Band Apart']",55000000.0,2011,3,3,Spring,inf
False,"[18, 10749]",1010581,es,191.355,2023-06-08,My Fault,7.99,2359,0.0,"['Pokeepsie Films', 'Amazon Studios']",0.0,2023,6,2,Summer,
False,[18],12761,sv,17.545,1978-10-08,Autumn Sonata,7.988,546,0.0,"['Suede Film', 'Personafilm', 'Alliance, Incorporated Television Company (ITC)']",0.0,1978,10,1,Fall,
False,"[18, 35, 10749]",18438,ko,18.902,2009-05-14,Castaway on the Moon,8.0,638,0.0,"['Cinema Service', 'Banzakbanzak Film Production', 'CJ Entertainment']",0.0,2009,5,3,Spring,
False,"[28, 12, 18]",9764,ru,18.703,1975-08-02,Dersu Uzala,7.986,490,0.0,"['Daiei Film', 'Mosfilm']",4000000.0,1975,8,3,Summer,inf
False,"[28, 35, 18, 10749]",28422,ja,17.821,2009-01-31,Love Exposure,7.985,411,0.0,['Omega Project'],0.0,2009,1,4,Winter,
False,"[18, 35, 10749]",11104,cn,44.935,1994-07-14,Chungking Express,7.985,1652,0.0,['Jet Tone Production'],160000.0,1994,7,3,Summer,inf
False,"[28, 12, 18, 36, 10752]",11658,ko,17.526,2004-02-05,Tae Guk Gi: The Brotherhood of War,7.983,623,0.0,"['Kang Je-gyu Films', 'KD Media', 'Seoul Broadcasting System', 'Tooniverse', 'Destination Films', 'Samuel Goldwyn Films', 'Showbox']",1500000.0,2004,2,5,Winter,inf
False,"[14, 18, 9648]",14696,ja,18.645,1953-03-26,Ugetsu,7.976,526,0.0,['Daiei Film'],0.0,1953,3,3,Spring,
False,"[16, 10751, 18]",574074,en,47.334,2019-01-18,Kitbull,7.966,349,0.0,['Pixar'],0.0,2019,1,3,Winter,
False,"[18, 10749]",19542,en,17.837,1948-09-06,The Red Shoes,8.0,605,0.0,['The Archers'],500000.0,1948,9,2,Fall,inf
False,[18],2517,ja,28.342,2004-08-07,Nobody Knows,7.965,469,0.0,"['Engine Film', 'c-style', 'Bandai Visual', 'TV Man Union', 'Cinequanon']",0.0,2004,8,1,Summer,
False,[35],160885,it,4.291,1999-05-12,Tel chi el telùn,8.0,313,0.0,['Musrti'],0.0,1999,5,1,Spring,
False,"[35, 878]",20803,ru,13.608,1973-09-17,Ivan Vasilyevich Changes His Profession,7.962,329,0.0,['Mosfilm'],0.0,1973,9,2,Fall,
False,[35],38286,it,10.529,1997-12-27,Three Men and a Leg,7.96,2008,0.0,"['Rodeo Drive', 'A.Gi.Di.', 'Medusa Film']",0.0,1997,12,1,Winter,
False,"[18, 10749, 10752]",38360,ru,16.185,1957-10-12,The Cranes Are Flying,7.958,342,0.0,['Mosfilm'],0.0,1957,10,3,Fall,
False,"[18, 10402]",920394,tr,13.054,2022-01-21,My Father's Violin,7.954,318,0.0,['BKM'],0.0,2022,1,2,Winter,
False,"[18, 28, 12]",1059,ja,22.525,1958-12-28,The Hidden Fortress,7.952,567,0.0,['TOHO'],0.0,1958,12,3,Winter,
False,[18],10238,sv,22.028,1972-12-21,Cries and Whispers,7.95,642,0.0,"['Cinematograph AB', 'Svenska Filminstitutet']",400000.0,1972,12,1,Winter,inf
False,"[35, 18, 14]",29264,es,14.426,1962-05-16,The Exterminating Angel,7.936,619,0.0,['Producciones Gustavo Alatriste'],0.0,1962,5,3,Spring,
False,"[18, 10749]",237791,pt,12.032,2014-04-10,The Way He Looks,7.9,914,0.0,"['Lacuna Filmes', 'Paraná Filmes']",2700000.0,2014,4,2,Spring,inf
False,"[18, 28, 35]",11712,ja,15.123,1962-01-01,Sanjuro,7.942,560,0.0,['TOHO'],0.0,1962,1,3,Winter,
False,"[18, 10749]",41050,it,13.745,1961-01-24,La Notte,7.937,623,0.0,"['Nepi Film', 'Silver Films', 'Sofitedip']",0.0,1961,1,2,Winter,
False,"[12, 878]",775,fr,19.053,1902-04-17,A Trip to the Moon,7.936,1681,0.0,['Star-Film'],5985.0,1902,4,2,Spring,inf
False,"[18, 53]",15244,fr,13.728,1956-11-11,A Man Escaped,7.934,486,0.0,"['Nouvelles Éditions de Films (NEF)', 'Gaumont']",0.0,1956,11,2,Fall,
False,"[18, 9648, 10749]",110,fr,22.316,1994-05-12,Three Colors: Red,7.929,1290,0.0,"['Zespół Filmowy ""Tor""', 'France 3 Cinéma', 'TSR', 'MK2 Films', 'CAB Productions', 'Canal+', 'Eurimages', 'CED Productions']",0.0,1994,5,3,Spring,
False,"[53, 18, 27]",10242,en,29.148,1962-10-12,What Ever Happened to Baby Jane?,7.928,972,0.0,"['The Associates & Aldrich Company', 'Seven Arts Productions', 'Warner Bros. Pictures']",980000.0,1962,10,3,Fall,inf
False,"[16, 18, 10751]",37797,ja,51.206,1995-07-15,Whisper of the Heart,7.926,1870,0.0,"['Studio Ghibli', 'Nippon Television Network Corporation', 'Tokuma Shoten', 'Hakuhodo']",0.0,1995,7,3,Summer,
False,[18],405,it,16.591,1954-09-23,La Strada,7.926,999,0.0,['Ponti-De Laurentiis Cinematografica'],0.0,1954,9,1,Fall,
False,"[12, 16, 14, 10751]",961323,en,66.562,2023-06-23,Nimona,7.924,890,0.0,"['Annapurna Pictures', 'DNEG Animation']",0.0,2023,6,4,Summer,
False,"[35, 10752]",8290,fr,24.998,1966-12-08,Don't Look Now... We're Being Shot At!,7.924,1276,0.0,"['Les Films Corona', 'The Rank Organisation']",0.0,1966,12,2,Winter,
False,"[16, 12, 35]",501929,en,44.705,2021-04-22,The Mitchells vs. the Machines,7.917,2758,0.0,"['Lord Miller', 'Columbia Pictures', 'Sony Pictures Animation', 'One Cool Film Production']",75000000.0,2021,4,3,Spring,inf
False,"[878, 28, 16, 9648]",142061,en,34.45,2013-01-03,"Batman: The Dark Knight Returns, Part 2",7.919,1394,0.0,"['DC Comics', 'Warner Premiere', 'DC Entertainment', 'Warner Bros. Animation']",3500000.0,2013,1,4,Winter,inf
False,"[18, 36, 10751]",491480,en,29.83,2019-02-14,The Boy Who Harnessed the Wind,7.915,1589,0.0,"['Participant', 'BBC Film', 'BFI', 'Potboiler Productions']",0.0,2019,2,3,Winter,
False,"[16, 18, 35]",13398,ja,28.658,2003-12-05,Tokyo Godfathers,7.912,1171,0.0,"['Madhouse', 'Sony Pictures', 'dentsu', 'GENCO']",0.0,2003,12,3,Winter,
False,"[18, 10751]",49964,fa,17.587,1987-07-01,Where Is My Friend's House?,7.911,316,0.0,"['Kanoon', 'Farabi Cinema']",0.0,1987,7,2,Summer,
False,"[16, 14, 28, 10770]",726684,fr,29.589,2021-05-15,Miraculous World: Shanghai – The Legend of Ladydragon,7.9,608,0.0,"['Zagtoon', 'Method Animation', 'SAMG Animation', 'TF1', 'Gloob', 'Télé-Québec', 'Norman Studio', 'Gravity Animation', 'The Walt Disney Company EMEA']",0.0,2021,5,4,Spring,
False,"[16, 18]",2011,fr,16.342,2007-06-27,Persepolis,7.908,1852,0.0,"[""Société des Producteurs de L'Angoa"", 'Sony Pictures Classics', 'PROCIREP', 'Soficinéma', 'France 3 Cinéma', 'Diaphana Films', 'Sofica EuropaCorp', 'Celluloid Dreams', 'The Kennedy/Marshall Company', 'La Région Île-de-France', 'Fondation GAN pour le Cinéma', '2.4.7. Films', 'French Connection Animations', 'CNC']",7300000.0,2007,6,2,Summer,inf
False,"[35, 18]",7857,it,24.203,1973-12-18,Amarcord,7.906,1053,0.0,"['Productions et Éditions Cinématographiques Françaises', 'F.C. Produzioni']",0.0,1973,12,2,Winter,
False,[18],552532,en,18.526,2020-01-27,Charm City Kings,7.905,439,0.0,"['Overbrook Entertainment', 'Warner Max', 'Sony Pictures']",0.0,2020,1,1,Winter,
False,"[878, 18, 12]",522402,en,47.736,2021-11-04,Finch,7.903,3255,0.0,"['Amblin Entertainment', 'ImageMovers', 'Misher Films', 'Reliance Entertainment']",2500000.0,2021,11,3,Fall,inf
False,"[16, 35, 878, 10770, 12, 28]",354857,en,22.919,2015-09-01,Regular Show: The Movie,7.899,352,0.0,['Cartoon Network Studios'],3000000.0,2015,9,6,Fall,inf
False,"[16, 14]",32085,en,18.225,1982-10-01,Vincent,7.897,814,0.0,"['Walt Disney Productions', 'Buena Vista International']",60000.0,1982,10,2,Fall,inf
False,"[18, 53]",698948,en,32.566,2022-07-18,Thirteen Lives,7.898,1142,0.0,"['Metro-Goldwyn-Mayer', 'Imagine Entertainment', 'Storyteller Productions', 'Magnolia Mae Films', 'Amazon Studios', 'Bron Studios']",55000000.0,2022,7,2,Summer,inf
False,"[80, 18, 53]",3112,en,23.287,1955-08-26,The Night of the Hunter,7.894,1479,0.0,"['Paul Gregory Productions', 'United Artists']",795000.0,1955,8,3,Summer,inf
False,"[16, 18, 10749, 14]",667520,ja,45.233,2020-06-18,A Whisker Away,7.892,1309,0.0,['Studio Colorido'],0.0,2020,6,4,Summer,
False,"[35, 10749, 18]",31411,en,15.413,1928-09-10,The Cameraman,7.892,339,0.0,['Metro-Goldwyn-Mayer'],0.0,1928,9,3,Fall,
False,[16],20722,ja,9.702,2008-06-10,La Maison en Petits Cubes,7.892,417,0.0,['Oh! Production'],0.0,2008,6,1,Summer,
False,"[18, 27, 53]",827,fr,16.998,1955-01-29,Diabolique,7.9,890,0.0,"['Véra Films', 'Filmsonor']",0.0,1955,1,3,Winter,
False,"[878, 16, 28, 12]",183011,en,30.643,2013-07-30,Justice League: The Flashpoint Paradox,7.888,1752,0.0,"['DC Entertainment', 'Warner Bros. Animation', 'Warner Premiere', 'STUDIO4℃']",3500000.0,2013,7,4,Summer,inf
False,"[35, 80]",20271,it,12.839,1961-12-20,Divorce Italian Style,7.885,419,0.0,"['Galatea Film', 'Lux Film', 'Vides Cinematografica']",0.0,1961,12,2,Winter,
False,[18],47796,it,12.628,1962-09-22,Mamma Roma,7.884,388,0.0,['Arco Film'],0.0,1962,9,1,Fall,
False,"[10749, 878]",662,fr,14.484,1962-02-16,La Jetée,7.883,831,0.0,"['Argos Films', 'Radio-Télévision Française']",0.0,1962,2,2,Winter,
False,[18],48035,da,12.03,1955-01-09,Ordet,7.882,331,0.0,['Palladium'],0.0,1955,1,1,Winter,
False,[18],25538,zh,16.959,2000-09-20,Yi Yi,7.882,489,0.0,"['Omega Project', 'Nemuru Otoko Seisaku Iinkai', 'Atom Films']",0.0,2000,9,1,Fall,
False,"[14, 18, 27]",10728,de,11.298,1926-10-13,Faust,7.882,321,0.0,['UFA'],0.0,1926,10,3,Fall,
False,"[18, 36]",3870,it,16.544,1976-08-28,1900,7.869,590,0.0,"['Paramount', 'Les Productions Artistes Associés', 'Artemis Film', 'PEA', 'United Artists']",9000000.0,1976,8,2,Summer,inf
False,"[80, 18]",30017,fa,13.978,1990-05-09,Close-Up,7.9,340,0.0,['Kanoon'],0.0,1990,5,2,Spring,
False,"[18, 80, 53]",505192,ja,29.231,2018-06-02,Shoplifters,7.865,1923,0.0,"['Fuji Television Network', 'AOI Pro.', 'BUN-BUKU', 'GAGA Corporation']",0.0,2018,6,3,Summer,
False,"[18, 80, 35]",52629,es,36.773,2010-09-03,El Infierno,7.862,618,0.0,"['Instituto Mexicano de Cinematografía', 'Bandidos Films', 'Estudios Churubusco Azteca']",0.0,2010,9,3,Fall,
False,"[18, 10752, 36]",715931,en,41.308,2022-12-02,Emancipation,7.86,1026,0.0,"['Westbrook Studios', 'McFarland Entertainment', 'Escape Artists', 'Apple Studios']",0.0,2022,12,3,Winter,
False,"[18, 10752]",31442,ru,15.172,1962-05-09,Ivan's Childhood,7.9,680,0.0,"['Tretye Tvorcheskoe Obyedinenie', 'Mosfilm']",0.0,1962,5,2,Spring,
False,"[12, 18]",937746,it,39.865,2023-09-07,Io Capitano,7.841,438,0.0,"['Archimede', 'RAI Cinema', 'Pathé', 'Wallimage', 'Logical Content Ventures', 'RTBF', 'Proximus', 'VOO & Be tv', 'Canal+', 'Ciné+', 'Tarantula', 'Shelter Prod']",13272819.0,2023,9,2,Fall,inf
False,"[80, 18, 9648, 10770]",379170,en,22.577,2016-01-01,Sherlock: The Abominable Bride,7.855,2194,0.0,['BBC'],0.0,2016,1,4,Winter,
False,[18],29455,sv,11.357,1963-02-11,Winter Light,7.9,411,0.0,['SF Studios'],0.0,1963,2,1,Winter,
False,"[18, 10749]",631,en,16.475,1927-11-04,Sunrise: A Song of Two Humans,7.853,750,0.0,['Fox Film Corporation'],0.0,1927,11,2,Fall,
False,"[35, 18]",579245,fr,13.208,2019-10-23,The Specials,7.847,864,0.0,"['Quad & Ten Cinema', 'Gaumont', 'TF1 Films Production', 'Canal+', 'OCS', 'Ciné+', 'TF1']",0.0,2019,10,2,Fall,
