adult,genre_ids,id,original_language,popularity,release_date,title,vote_average,vote_count,revenue,production_companies,budget,release_year,release_month,num_genres,release_season,budget_revenue_ratio
False,[18],1000492,fr,13.655,2023-03-29,All Your Faces,8.06,445,0.0,"['Chi-Fou-Mi Productions', 'Trésor Films', 'France 3 Cinéma']",0.0,2023,3,1,Spring,
False,"[16, 14, 12, 28, 10751]",638507,en,35.344,2019-10-25,How to Train Your Dragon: Homecoming,8.06,893,0.0,['DreamWorks Animation'],0.0,2019,10,5,Fall,
False,"[18, 36, 10749]",11659,it,15.269,2003-06-22,The Best of Youth,8.059,497,2693053.0,"['BiBi Film', 'Rai Fiction']",0.0,2003,6,3,Summer,0.0
False,"[18, 10749, 80]",8422,it,14.06,1960-10-07,Rocco and His Brothers,8.055,541,0.0,"['Titanus', 'Les Films Marceau']",0.0,1960,10,3,Fall,
False,[35],610461,es,6.956,2020-02-14,"Veinteañera, divorciada y fantástica",8.1,382,0.0,"['Different Films', 'All About Media']",0.0,2020,2,1,Winter,
False,[18],147,fr,27.239,1959-06-03,The 400 Blows,8.05,2012,0.0,"['Les Films du Carrosse', 'Sédif Productions']",0.0,1959,6,1,Summer,
False,[18],538362,it,10.619,2018-09-12,On My Skin,8.045,1825,0.0,"['Cinemaundici', 'Lucky Red']",0.0,2018,9,1,Fall,
False,"[18, 10749]",42229,it,16.04,1977-08-11,A Special Day,8.044,616,0.0,"['C. C. Champion', 'Canafox Films']",0.0,1977,8,2,Summer,
False,"[35, 10749]",930094,en,58.953,2023-07-27,"Red, White & Royal Blue",8.0,1078,0.0,"['Amazon Studios', 'Berlanti Productions']",0.0,2023,7,2,Summer,
False,[18],785534,tr,15.036,2021-03-12,Paper Lives,8.037,355,0.0,"['OGM Pictures', 'OG Medya']",0.0,2021,3,1,Spring,
False,[18],800,es,11.421,1950-12-09,The Young and the Damned,8.037,455,0.0,['Ultramar Films'],0.0,1950,12,1,Winter,
False,"[18, 36]",740937,fr,8.086,2022-10-12,Simone: Woman of the Century,8.0,301,0.0,"['Marvelous Productions', 'SCOPE Pictures', 'France 2 Cinéma', 'France 3 Cinéma']",0.0,2022,10,2,Fall,
False,"[18, 53, 12]",204,fr,25.685,1953-04-22,The Wages of Fear,8.0,860,0.0,"['Compagnie Industrielle et Commerciale Cinématographique (CICC)', 'Véra Films', 'Fono Roma', 'Filmsonor']",0.0,1953,4,3,Spring,
False,[18],310569,pt,9.664,2015-06-04,The Second Mother,8.031,696,0.0,"['África Filmes', 'Gullane Entretenimento', 'Globo Filmes']",0.0,2015,6,1,Summer,
False,[35],678580,es,10.286,2021-07-15,El mesero,8.029,347,0.0,[],0.0,2021,7,1,Summer,
False,"[18, 36]",895,ru,17.986,1966-12-16,Andrei Rublev,8.028,746,24173.0,"['Mosfilm', 'Tvorcheskoe Obedinienie Pisateley i Kinorabotnikov']",0.0,1966,12,2,Winter,0.0
False,"[35, 10749]",55960,it,8.999,1956-08-23,"Toto, Peppino, and the Hussy",8.026,331,0.0,['D.D.L.'],0.0,1956,8,2,Summer,
False,"[35, 18]",429210,pt,7.483,2017-08-24,Bingo: The King of the Mornings,8.0,365,0.0,"['Warner Bros. Pictures', 'Gullane Entretenimento']",0.0,2017,8,2,Summer,
False,[18],526702,en,20.159,2020-11-27,Black Beauty,8.0,322,0.0,"['Constantin Film', 'JB Pictures', 'Spark Productions']",0.0,2020,11,1,Fall,
False,[18],20530,ja,16.555,1949-09-13,Late Spring,8.012,369,0.0,['Shochiku'],0.0,1949,9,1,Fall,
False,"[16, 10749, 35]",455661,en,9.178,2017-06-01,In a Heartbeat,8.009,980,0.0,['Ringling College of Art + Design'],0.0,2017,6,3,Summer,
False,"[16, 18, 14, 10749]",568160,ja,52.683,2019-06-19,Weathering with You,8.006,2120,186965409.0,"['CoMix Wave Films', 'Story', 'TOHO', 'KADOKAWA', 'voque ting', 'East Japan Marketing & Communications', 'Lawson Entertainment', '""Weathering With You"" Film Partners']",0.0,2019,6,4,Summer,0.0
False,"[10751, 16, 14]",110416,en,16.999,2014-09-06,Song of the Sea,8.003,1357,857522.0,"['Digital Graphics', 'Big Farm', 'Cartoon Saloon', 'Super Productions', 'Magellan Films', 'Noerlum Studios', 'Studio 352', 'Fís Éireann/Screen Ireland', 'Melusine Productions', 'StudioCanal', 'WestEnd Films', 'Eurimages', 'MEDIA Programme of the European Union', 'Haut et Court', 'CNC', 'OCS']",0.0,2014,9,3,Fall,0.0
False,"[35, 10749]",28978,en,15.855,1928-01-06,The Circus,8.003,741,0.0,"['Charles Chaplin Productions', 'United Artists']",9000000.0,1928,1,2,Winter,inf
False,"[16, 10751, 10749]",140420,en,20.762,2012-11-02,Paperman,8.001,1651,0.0,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",0.0,2012,11,3,Fall,
False,"[35, 18]",626332,en,33.757,2023-03-11,Flamin' Hot,8.0,520,0.0,"['Franklin Entertainment', 'Searchlight Pictures']",0.0,2023,3,2,Spring,
False,[18],5801,bn,14.996,1955-08-26,Pather Panchali,8.0,375,536364.0,['Government of West Bengal'],0.0,1955,8,1,Summer,0.0
False,"[18, 36]",780,fr,14.086,1928-04-21,The Passion of Joan of Arc,8.0,865,18121.0,['Société générale des films'],0.0,1928,4,2,Spring,0.0
False,"[28, 80, 53]",414419,en,25.445,2011-03-27,Kill Bill: The Whole Bloody Affair,7.994,953,0.0,"['Super Cool ManChu', 'Miramax', 'A Band Apart']",55000000.0,2011,3,3,Spring,inf
False,"[18, 10749]",1010581,es,191.355,2023-06-08,My Fault,7.99,2359,0.0,"['Pokeepsie Films', 'Amazon Studios']",0.0,2023,6,2,Summer,
False,"[16, 18, 12, 14]",916224,ja,91.878,2022-11-11,Suzume,7.988,1021,321092572.0,"['CoMix Wave Films', 'Story', 'Lawson Entertainment', 'East Japan Marketing & Communications', 'voque ting', 'KADOKAWA', 'Aniplex', 'TOHO']",0.0,2022,11,4,Fall,0.0
False,[18],12761,sv,17.545,1978-10-08,Autumn Sonata,7.988,546,0.0,"['Suede Film', 'Personafilm', 'Alliance, Incorporated Television Company (ITC)']",0.0,1978,10,1,Fall,
False,[18],19426,it,12.743,1957-10-03,Nights of Cabiria,7.987,714,752045.0,"['DDL Cinematografica', 'Les Films Marceau']",0.0,1957,10,1,Fall,0.0
False,"[18, 35, 10749]",18438,ko,18.902,2009-05-14,Castaway on the Moon,8.0,638,0.0,"['Cinema Service', 'Banzakbanzak Film Production', 'CJ Entertainment']",0.0,2009,5,3,Spring,
False,"[28, 12, 18]",9764,ru,18.703,1975-08-02,Dersu Uzala,7.986,490,0.0,"['Daiei Film', 'Mosfilm']",4000000.0,1975,8,3,Summer,inf
False,"[28, 35, 18, 10749]",28422,ja,17.821,2009-01-31,Love Exposure,7.985,411,0.0,['Omega Project'],0.0,2009,1,4,Winter,
False,"[18, 35, 10749]",11104,cn,44.935,1994-07-14,Chungking Express,7.985,1652,0.0,['Jet Tone Production'],160000.0,1994,7,3,Summer,inf
False,"[28, 12, 18, 36, 10752]",11658,ko,17.526,2004-02-05,Tae Guk Gi: The Brotherhood of War,7.983,623,0.0,"['Kang Je-gyu Films', 'KD Media', 'Seoul Broadcasting System', 'Tooniverse', 'Destination Films', 'Samuel Goldwyn Films', 'Showbox']",1500000.0,2004,2,5,Winter,inf
False,"[53, 9648, 80]",488623,ko,32.981,2017-11-29,Forgotten,7.976,982,9968972.0,"['BA Entertainment', 'Michigan Venture Capital', 'Plus M Entertainment', 'Kiwi Media Group', 'Baram Pictures', 'Union Investment Partners', 'M-Line Distribution']",0.0,2017,11,3,Fall,0.0
False,"[14, 18, 9648]",14696,ja,18.645,1953-03-26,Ugetsu,7.976,526,0.0,['Daiei Film'],0.0,1953,3,3,Spring,
False,"[28, 12, 16, 18, 10751, 14]",315465,ja,30.841,2015-07-11,The Boy and the Beast,7.969,1408,49714378.0,"['Nippon Television Network Corporation', 'Studio Chizu', 'TOHO', 'VAP', 'dentsu', 'Yomiuri Telecasting Corporation', 'D.N. Dream Partners', 'Sapporo Television Broadcasting Company', 'Miyagi Television Broadcasting', 'Shizuoka Daiichi Television', 'Hiroshima Telecasting', 'Fukuoka Broadcasting System', 'KADOKAWA', 'Chukyo TV Broadcasting Company']",0.0,2015,7,6,Summer,0.0
False,"[16, 10751, 18]",574074,en,47.334,2019-01-18,Kitbull,7.966,349,0.0,['Pixar'],0.0,2019,1,3,Winter,
False,"[18, 10749]",19542,en,17.837,1948-09-06,The Red Shoes,8.0,605,0.0,['The Archers'],500000.0,1948,9,2,Fall,inf
False,[18],2517,ja,28.342,2004-08-07,Nobody Knows,7.965,469,0.0,"['Engine Film', 'c-style', 'Bandai Visual', 'TV Man Union', 'Cinequanon']",0.0,2004,8,1,Summer,
False,[35],160885,it,4.291,1999-05-12,Tel chi el telùn,8.0,313,0.0,['Musrti'],0.0,1999,5,1,Spring,
False,"[35, 878]",20803,ru,13.608,1973-09-17,Ivan Vasilyevich Changes His Profession,7.962,329,0.0,['Mosfilm'],0.0,1973,9,2,Fall,
False,[35],38286,it,10.529,1997-12-27,Three Men and a Leg,7.96,2008,0.0,"['Rodeo Drive', 'A.Gi.Di.', 'Medusa Film']",0.0,1997,12,1,Winter,
False,"[10752, 18, 36]",15383,fr,19.697,1969-09-10,Army of Shadows,7.96,582,741766.0,"['Fono Roma', 'Les Films Corona']",0.0,1969,9,3,Fall,0.0
False,"[18, 10749, 10752]",38360,ru,16.185,1957-10-12,The Cranes Are Flying,7.958,342,0.0,['Mosfilm'],0.0,1957,10,3,Fall,
False,"[18, 10402]",920394,tr,13.054,2022-01-21,My Father's Violin,7.954,318,0.0,['BKM'],0.0,2022,1,2,Winter,
False,"[18, 28, 12]",1059,ja,22.525,1958-12-28,The Hidden Fortress,7.952,567,0.0,['TOHO'],0.0,1958,12,3,Winter,
False,[18],10238,sv,22.028,1972-12-21,Cries and Whispers,7.95,642,0.0,"['Cinematograph AB', 'Svenska Filminstitutet']",400000.0,1972,12,1,Winter,inf
False,"[10752, 18, 10749]",426618,en,19.587,2018-09-14,Where Hands Touch,7.9,505,128269.0,"['Tantrum Films', 'uMedia', 'Head Gear Films', 'Pinewood Pictures', 'Isle of Man Film', 'BFI', 'Metrol Technology', 'British Film Company']",0.0,2018,9,3,Fall,0.0
False,"[35, 18, 14]",29264,es,14.426,1962-05-16,The Exterminating Angel,7.936,619,0.0,['Producciones Gustavo Alatriste'],0.0,1962,5,3,Spring,
False,"[18, 10749]",237791,pt,12.032,2014-04-10,The Way He Looks,7.9,914,0.0,"['Lacuna Filmes', 'Paraná Filmes']",2700000.0,2014,4,2,Spring,inf
False,"[18, 28, 35]",11712,ja,15.123,1962-01-01,Sanjuro,7.942,560,0.0,['TOHO'],0.0,1962,1,3,Winter,
